vms_if,tcp,yes,yes,Interface %s
vms_queuejobs,tcp,no,yes,Queue Jobs
vms_system.ios,tcp,yes,yes,IOs
vms_system.procs,tcp,yes,yes,Number of processes
vms_users,tcp,yes,yes,VMS Users
vmstat_aix,tcp,yes,no,vmstat %s
vxvm_enclosures,tcp,no,yes,Enclosure %s
vxvm_multipath,tcp,no,yes,Multipath %s
vxvm_objstatus,tcp,no,yes,VXVM objstatus %s
win_dhcp_pools,tcp,yes,yes,DHCP Pool %s
win_dhcp_pools.stats,tcp,yes,yes,DHCP Stats
win_netstat,tcp,no,no,TCP Connection %s
win_printers,tcp,no,yes,Printer %s
windows_broadcom_bonding,tcp,no,yes,Bonding Interface %s
windows_intel_bonding,tcp,no,yes,Bonding interface %s
windows_multipath,tcp,no,yes,Multipath
windows_tasks,tcp,no,yes,Task %s
windows_updates,tcp,yes,yes,System Updates
winperf.cpuusage,tcp,yes,yes,CPU Usage
winperf.diskstat,tcp,yes,yes,Disk IO
winperf_if,tcp,yes,yes,Interface %s
winperf_msx_queues,tcp,yes,yes,Queue %s
winperf_phydisk,tcp,yes,yes,Disk IO %s
winperf_processor.util,tcp,yes,yes,CPU utilization
winperf_tcp_conn,tcp,yes,yes,TCP connections
wmic_process,tcp,yes,no,proc_%s
wut_webio_io.inputs,snmp,no,yes,INPUT %s
wut_webtherm,snmp,yes,yes,Thermograph Sensor %s
zfsget,tcp,yes,yes,fs_%s
zpool_status,tcp,no,yes,zpool status
zypper,tcp,no,yes,Zypper Updates
