+-----+--------------------------+---------+--------------+--------------------------------------+-----------------------------------+----------------+----------+-----------+--------+
|  id | created                  | state   | instancename | name                                 | displayname                       | account        | haenable | cpunumber | memory |
| 163 | 2013-03-07T16:53:31+0800 | Running | i-7-1300-VM  | JIAOQU-DATA-COLLECT                  | wpfs-vestore                      | fengce         |  False   |     2     | 2.0GB  |
| 164 | 2013-03-07T16:52:46+0800 | Stopped | i-7-1299-VM  | JIAOQU-WEB-SERVER                    | (stop-tmp)JIAOQU-WEB-SERVER       | fengce         |  False   |     2     | 2.0GB  |
| 165 | 2013-03-07T16:48:25+0800 | Stopped | i-7-1298-VM  | JIAOQU-FILE-UPLOAD                   | (stop-tmp)JIAOQU-FILE-UPLOAD      | fengce         |   True   |     2     | 3.0GB  |
| 166 | 2013-03-07T16:46:58+0800 | Stopped | i-7-1296-VM  | BAOSHAN-DATA-COLLECT                 | (stop-tmp)BAOSHAN-DATA-COLLECT    | fengce         |  False   |     2     | 2.0GB  |
| 167 | 2013-03-07T16:46:14+0800 | Stopped | i-7-1295-VM  | BAOSHAN-WEB-SERVER                   | (stop-tmp)BAOSHAN-WEB-SERVER      | fengce         |  False   |     2     | 2.0GB  |
| 168 | 2013-03-07T16:45:39+0800 | Stopped | i-7-1294-VM  | BAOSHAN-FILE-UPLOAD                  | (stop-tmp)BAOSHAN-FILE-UPLOAD     | fengce         |   True   |     2     | 3.0GB  |
| 169 | 2013-03-07T16:44:47+0800 | Running | i-7-1293-VM  | BAOSHAN-LOCALPRED                    | BAOSHAN-LOCALPRED                 | fengce         |   True   |     2     | 4.0GB  |
| 170 | 2013-03-07T16:43:55+0800 | Running | i-7-1292-VM  | CHONGLI-DATA-COLLECT                 | CHONGLI-DATA-COLLECT              | fengce         |  False   |     2     | 2.0GB  |
| 171 | 2013-03-07T16:43:09+0800 | Running | i-7-1291-VM  | CHONGLI-WEB-SERVER                   | CHONGLI-WEB-SERVER                | fengce         |  False   |     2     | 2.0GB  |
| 172 | 2013-03-07T16:41:51+0800 | Running | i-7-1290-VM  | CHONGLI-FILE-UPLOAD                  | CHONGLI-FILE-UPLOAD               | fengce         |   True   |     2     | 3.0GB  |
| 173 | 2013-03-07T16:37:36+0800 | Running | i-7-1289-VM  | DIAOBINGSHAN-FILE-UPLOAD             | DIAOBINGSHAN-FILE-UPLOAD          | fengce         |   True   |     2     | 3.0GB  |
| 174 | 2013-03-07T15:29:51+0800 | Running | i-7-1287-VM  | DIAOBINGSHAN-LOCALPRED               | CHONGLI-LOCALPRED                 | fengce         |   True   |     2     | 8.0GB  |
| 175 | 2012-11-01T23:03:54+0800 | Running | i-6-137-VM   | weiwang-HMI                          | weiwang-HMI                       | weiwang        |  False   |     4     | 3.0GB  |
| 176 | 2012-11-01T22:06:07+0800 | Stopped | i-6-136-VM   | weiwang-VeStoreDB                    | weiwang-VeStoreDB                 | weiwang        |  False   |     2     | 3.0GB  |
| 177 | 2012-11-01T22:02:38+0800 | Stopped | i-6-135-VM   | weiwang-Alarm                        | weiwang-Alarm                     | weiwang        |  False   |     2     | 3.0GB  |
| 178 | 2012-11-01T19:40:06+0800 | Stopped | i-6-134-VM   | weiwang-HistoryDB                    | weiwang-HistoryDB                 | weiwang        |   True   |     2     | 3.0GB  |
| 179 | 2013-03-07T10:13:30+0800 | Running | i-7-1283-VM  | DIAOBINGSHAN-DATA-COLLECT            | DIAOBINGSHAN-DATA-COLLECT         | fengce         |  False   |     2     | 2.0GB  |
| 180 | 2012-11-01T19:25:52+0800 | Stopped | i-6-133-VM   | weiwang-Config                       | weiwang-Config                    | weiwang        |  False   |     2     | 3.0GB  |
| 181 | 2013-03-07T09:59:38+0800 | Running | i-7-1282-VM  | DIAOBINGSHAN-WEB-SERVER              | DIAOBINGSHAN-WEB-SERVER           | fengce         |  False   |     2     | 2.0GB  |
| 182 | 2013-03-07T09:56:40+0800 | Running | i-7-1281-VM  | DIAOBINGSHAN-VESTORE-DB              | DIAOBINGSHAN-VESTORE-DB           | fengce         |   True   |     4     | 3.0GB  |
| 183 | 2012-10-31T23:01:49+0800 | Stopped | i-6-131-VM   | weiwang-RealDB                       | weiwang-IOServer                  | weiwang        |   True   |     2     | 3.0GB  |
| 184 | 2012-10-31T22:57:48+0800 | Stopped | i-6-129-VM   | weiwang-io-4                         | weiwang-Picture                   | weiwang        |   True   |     2     | 3.0GB  |
| 185 | 2012-10-31T22:50:02+0800 | Stopped | i-6-128-VM   | weiwang-io-1                         | weiwang-RealDB                    | weiwang        |   True   |     2     | 3.0GB  |
| 186 | 2013-02-22T11:00:06+0800 | Running | i-13-1270-VM | ranshaoyouhua                        | ranshaoyouhua                     | ranshaoyouhua  |  False   |     2     | 4.0GB  |
| 187 | 2012-10-31T18:10:30+0800 | Running | i-7-116-VM   | wpfs-web-dev2                        | wpfs-web-dev2                     | fengce         |  False   |     4     | 16.0GB |
| 188 | 2012-12-24T17:37:35+0800 | Running | i-7-1262-VM  | WPFRTInterfaceTest                   | WPFRTInterfaceTest                | fengce         |   True   |     2     | 4.0GB  |
| 189 | 2012-12-24T16:50:22+0800 | Running | i-7-1261-VM  | WPFRTInterface                       | WPFRTInterface                    | fengce         |  False   |     2     | 3.0GB  |
| 190 | 2014-03-25T14:28:37+0800 | Stopped | i-21-2015-VM | test01                               | test01                            | test           |  False   |     2     | 4.0GB  |
| 191 | 2014-03-25T14:19:59+0800 | Running | i-15-2013-VM | SJZX42                               | SJZX42                            | gdupc          |  False   |     4     | 4.0GB  |
| 192 | 2014-03-25T14:18:33+0800 | Running | i-15-2012-VM | SJZX41                               | SJZX41                            | gdupc          |  False   |     2     | 4.0GB  |
| 193 | 2014-03-21T14:41:12+0800 | Running | i-15-2011-VM | SJZX40                               | SJZX40                            | gdupc          |  False   |     4     | 8.0GB  |
| 194 | 2014-03-18T15:11:40+0800 | Running | i-21-2010-VM | qiaoshanhetest1                      | qiaoshanhetest1                   | test           |  False   |     4     | 8.0GB  |
| 195 | 2014-03-13T14:31:27+0800 | Running | i-7-2009-VM  | zijinshan-file-upload                | zijinshan-file-upload             | fengce         |   True   |     4     | 4.0GB  |
| 196 | 2014-03-13T14:30:24+0800 | Running | i-7-2008-VM  | jingle-file-upload                   | jingle-file-upload                | fengce         |   True   |     4     | 4.0GB  |
| 197 | 2014-03-13T14:28:28+0800 | Running | i-7-2007-VM  | beizhen-file-upload                  | beizhen-file-upload               | fengce         |   True   |     4     | 4.0GB  |
| 198 | 2014-03-13T14:19:01+0800 | Running | i-7-2006-VM  | zijinshan-data-collect               | zijinshan-data-collect            | fengce         |  False   |     2     | 4.0GB  |
| 199 | 2014-03-13T14:17:18+0800 | Running | i-7-2005-VM  | jingle-data-collect                  | jingle-data-collect               | fengce         |  False   |     2     | 4.0GB  |
| 200 | 2014-03-13T14:15:12+0800 | Running | i-7-2004-VM  | beizhen-data-collect                 | beizhen-data-collect              | fengce         |  False   |     2     | 4.0GB  |
| 201 | 2014-03-13T11:21:09+0800 | Running | i-18-2003-VM | ERPR3LOAD2                           | ERPR3LOAD2                        | isinternal     |   True   |     6     | 8.0GB  |
| 202 | 2014-03-11T19:42:20+0800 | Running | i-24-2002-VM | caiwuApp-3                           | caiwuApp-3                        | jituancaiwu    |   True   |     8     | 32.0GB |
| 203 | 2014-03-11T19:32:06+0800 | Running | i-24-2001-VM | caiwuapp-2                           | caiwuapp-2                        | jituancaiwu    |   True   |     8     | 32.0GB |
| 204 | 2014-03-11T13:07:10+0800 | Running | i-24-2000-VM | caiwuapp-1                           | caiwuapp-1                        | jituancaiwu    |   True   |     8     | 32.0GB |
| 205 | 2014-03-06T14:04:32+0800 | Running | i-7-1999-VM  | jiaonanziluo-localpred               | zijinshan-localpred               | fengce         |  False   |     4     | 8.0GB  |
| 206 | 2014-03-06T13:47:20+0800 | Running | i-7-1998-VM  | jingle-localpred                     | jingle-localpred                  | fengce         |  False   |     4     | 8.0GB  |
| 207 | 2014-03-05T10:37:19+0800 | Running | i-15-1996-VM | modbus03                             | modbus03                          | gdupc          |  False   |     4     | 4.0GB  |
| 208 | 2014-02-14T10:59:46+0800 | Running | i-25-1988-VM | jtcaiwudbbackup                      | jtcaiwudbbackup                   | jtcaiwuback    |  False   |     4     | 7.9GB  |
| 209 | 2014-02-13T10:28:38+0800 | Running | i-21-1987-VM | SCADA1                               | SCADA1                            | test           |  False   |     2     | 4.0GB  |
| 210 | 2014-01-09T08:24:06+0800 | Running | i-19-1982-VM | Taian-p6                             | Taian-p6                          | dianzhan       |   True   |     4     | 7.9GB  |
| 211 | 2014-01-09T08:18:04+0800 | Running | i-19-1981-VM | Taian-Mis                            | Taian-Mis                         | dianzhan       |   True   |     4     | 7.9GB  |
| 212 | 2014-01-09T08:07:52+0800 | Running | i-19-1980-VM | Taian-oracle                         | Taian-oracle                      | dianzhan       |   True   |     4     | 7.9GB  |
| 213 | 2013-12-27T09:21:05+0800 | Running | i-17-1976-VM | nano-techweb                         | nano-techweb                      | xenvip         |   True   |     4     | 4.0GB  |
| 214 | 2013-12-23T09:37:49+0800 | Stopped | i-19-1973-VM | rtsystem-win7                        | rtsystem-win7-stopped             | dianzhan       |   True   |     4     | 4.0GB  |
| 215 | 2013-12-17T11:12:30+0800 | Running | i-15-1967-VM | SJZX39                               | SJZX39                            | gdupc          |  False   |     2     | 4.0GB  |
| 216 | 2013-12-13T14:23:47+0800 | Running | i-7-1964-VM  | beizhen-localpred                    | beizhen-localpred                 | fengce         |   True   |     2     | 4.0GB  |
| 217 | 2013-12-09T10:36:06+0800 | Running | i-7-1958-VM  | webfigures2                          | webfigures2                       | fengce         |  False   |     8     | 10.0GB |
| 218 | 2013-12-09T10:27:01+0800 | Running | i-7-1957-VM  | webfigures1                          | webfigures1                       | fengce         |  False   |     8     | 10.0GB |
| 219 | 2013-12-03T16:44:18+0800 | Running | i-9-1955-VM  | khSVN-xs                             | khSVN-xs                          | jituanmenhu    |  False   |     2     | 4.0GB  |
| 220 | 2013-12-03T15:48:32+0800 | Stopped | i-9-1954-VM  | appbackup-xs                         | stop-tmp-appbackup-xs             | jituanmenhu    |  False   |     2     | 4.0GB  |
| 221 | 2013-12-03T15:37:49+0800 | Running | i-9-1953-VM  | ReportRelease-xs                     | ReportRelease-xs                  | jituanmenhu    |   True   |     4     | 12.0GB |
| 222 | 2013-11-26T15:08:08+0800 | Running | i-10-1952-VM | TRneiwang-web                        | TRneiwang-web                     | dangyuanzhijia |  False   |     4     | 8.0GB  |
| 223 | 2013-11-26T11:01:34+0800 | Running | i-12-1950-VM | mgmt-swdev                           | mgmt-swdev                        | ruanjianyanfa  |  False   |     4     | 6.0GB  |
| 224 | 2013-11-25T16:01:25+0800 | Running | i-22-1949-VM | KHDOC2                               | KHDOC2                            | caigoupingtai  |   True   |     8     | 16.0GB |
| 225 | 2013-11-25T16:00:50+0800 | Running | i-22-1948-VM | KHDOC1                               | KHDOC1                            | caigoupingtai  |   True   |     8     | 16.0GB |
| 226 | 2013-11-25T14:59:53+0800 | Running | i-22-1947-VM | GDSXMIS                              | GDSXMIS                           | caigoupingtai  |   True   |     8     | 16.0GB |
| 227 | 2013-11-22T16:17:34+0800 | Running | i-9-1945-VM  | ldap-server-xs                       | ldap-server-xs                    | jituanmenhu    |   True   |     4     | 12.0GB |
| 228 | 2013-11-22T14:32:03+0800 | Running | i-9-1944-VM  | portal-server-xs                     | portal-server-xs                  | jituanmenhu    |   True   |     8     | 32.0GB |
| 229 | 2013-11-19T12:01:21+0800 | Running | i-13-1939-VM | RSYHCLOUD4                           | RSYHCLOUD4                        | ranshaoyouhua  |  False   |     2     | 4.0GB  |
| 230 | 2013-11-19T12:00:14+0800 | Running | i-13-1938-VM | RSYHCLOUD3                           | RSYHCLOUD3                        | ranshaoyouhua  |  False   |     2     | 4.0GB  |
| 231 | 2013-11-19T11:59:05+0800 | Running | i-13-1937-VM | RSYHCLOUD2                           | RSYHCLOUD2                        | ranshaoyouhua  |  False   |     2     | 4.0GB  |
| 232 | 2013-11-14T16:36:10+0800 | Running | i-23-1936-VM | HRCSQ                                | HRCSQ                             | prodgdhr       |  False   |     4     | 8.0GB  |
| 233 | 2013-11-14T16:35:46+0800 | Running | i-23-1935-VM | HRCSD                                | HRCSD                             | prodgdhr       |  False   |     4     | 8.0GB  |
| 234 | 2013-11-14T16:35:18+0800 | Running | i-23-1934-VM | HRDOCQ                               | HRDOCQ                            | prodgdhr       |  False   |     4     | 8.0GB  |
| 235 | 2013-11-14T16:33:44+0800 | Running | i-23-1931-VM | HRTRD                                | HRTRD                             | prodgdhr       |  False   |     4     | 8.0GB  |
| 236 | 2013-11-14T15:34:38+0800 | Running | i-23-1930-VM | HRBOQ                                | HRBOQ                             | prodgdhr       |   True   |     8     | 16.0GB |
| 237 | 2013-11-13T16:56:21+0800 | Running | i-23-1929-VM | HRCSP                                | HRCSP                             | prodgdhr       |   True   |     8     | 16.0GB |
| 238 | 2013-11-13T16:55:37+0800 | Running | i-23-1928-VM | HRTRP                                | HRTRP                             | prodgdhr       |   True   |     8     | 16.0GB |
| 239 | 2013-11-13T16:51:06+0800 | Running | i-23-1927-VM | HRDOCP                               | HRDOCP                            | prodgdhr       |   True   |     8     | 16.0GB |
| 240 | 2013-11-13T16:37:14+0800 | Running | i-23-1926-VM | HRAFP                                | HRAFP                             | prodgdhr       |   True   |     16    | 32.0GB |
| 241 | 2013-11-13T16:22:34+0800 | Running | i-23-1925-VM | HRBOP                                | HRBOP                             | prodgdhr       |   True   |     32    | 64.0GB |
| 242 | 2013-11-13T16:13:53+0800 | Running | i-23-1924-VM | HREPP                                | HREPP                             | prodgdhr       |   True   |     32    | 64.0GB |
| 243 | 2013-11-13T16:11:30+0800 | Running | i-23-1923-VM | HRBWP                                | HRBWP                             | prodgdhr       |   True   |     32    | 64.0GB |
| 244 | 2013-11-13T16:01:51+0800 | Running | i-23-1921-VM | HRPRD                                | HRPRD                             | prodgdhr       |   True   |     32    | 64.0GB |
| 245 | 2013-11-11T14:11:02+0800 | Running | i-15-1918-VM | SJZX38                               | (no)SJZX38                        | gdupc          |  False   |     4     | 8.0GB  |
| 246 | 2013-11-08T15:51:30+0800 | Stopped | i-21-1917-VM | SVMS                                 | SVMS                              | test           |  False   |     2     | 4.0GB  |
+-----+--------------------------+---------+--------------+--------------------------------------+-----------------------------------+----------------+----------+-----------+--------+
