-----SNMP query started-----
1: productType.0 pciBased(2)
2: productVersion.0 NetApp Release 8.1.1 7-Mode: Mon Jul 30 12:49:46 PDT 2012
3: productId.0 2014941127
4: productVendor.0 netapp(1)
5: productModel.0 FAS3240
6: productFirmwareVersion.0 5.1.1
7: productGuiUrl.0 https://:443/na_admin
8: productApiUrl.0 https://:443/servlets/netapp.servlets.admin.XMLrequest_filer
9: productSerialNum.0 850000223796
10: productPartnerSerialNum.0 unknown
11: productCPUArch.0 5
12: productTrapData.0 Trap variable currrently unused.
13: productMachineType.0 FAS3240
7704: raidPDiskRPM.2.1.1.3 7200
7705: raidPDiskRPM.2.1.1.4 7200
7706: raidPDiskRPM.2.1.1.5 7200
7707: raidPDiskRPM.2.1.1.6 7200
7708: raidPDiskRPM.2.1.1.7 7200
7709: raidPDiskRPM.2.1.1.8 7200
7710: raidPDiskRPM.2.1.1.9 7200
7711: raidPDiskRPM.2.1.1.10 7200
7712: raidPDiskRPM.2.1.1.11 7200
7713: raidPDiskRPM.2.1.1.12 7200
7714: raidPDiskRPM.2.1.1.13 7200
7715: raidPDiskRPM.2.1.1.14 7200
7716: raidPDiskRPM.2.1.1.15 7200
7717: raidPDiskRPM.2.1.1.16 7200
7718: raidPDiskRPM.2.1.1.17 7200
7719: raidPDiskRPM.2.1.2.1 7200
7720: raidPDiskRPM.2.1.2.2 7200
7721: raidPDiskRPM.2.1.2.3 7200
7722: raidPDiskRPM.2.1.2.4 7200
7723: raidPDiskRPM.2.1.2.5 7200
7724: raidPDiskRPM.2.1.2.6 7200
7725: raidPDiskRPM.2.1.2.7 7200
7726: raidPDiskRPM.2.1.2.8 7200
7727: raidPDiskRPM.2.1.2.9 7200
7728: raidPDiskRPM.2.1.2.10 7200
7729: raidPDiskRPM.2.1.2.11 7200
7730: raidPDiskRPM.2.1.2.12 7200
7731: raidPDiskRPM.2.1.2.13 7200
7732: raidPDiskRPM.2.1.2.14 7200
7733: raidPDiskRPM.2.1.2.15 7200
7734: raidPDiskRPM.2.1.2.16 7200
7735: raidPDiskRPM.2.1.2.17 7200
7736: raidPDiskRPM.2.1.3.1 7200
7737: raidPDiskRPM.2.1.3.2 7200
7738: raidPDiskRPM.2.1.3.3 7200
7739: raidPDiskRPM.2.1.3.4 7200
7740: raidPDiskRPM.2.1.3.5 7200
7741: raidPDiskRPM.2.1.3.6 7200
7742: raidPDiskRPM.2.1.3.7 7200
7743: raidPDiskRPM.2.1.3.8 7200
7744: raidPDiskRPM.2.1.3.9 7200
7745: raidPDiskRPM.2.1.3.10 7200
7746: raidPDiskRPM.2.1.3.11 7200
7747: raidPDiskRPM.2.1.3.12 7200
7748: raidPDiskRPM.2.1.3.13 7200
7749: raidPDiskRPM.2.1.3.14 7200
7750: raidPDiskRPM.2.1.3.15 7200
7751: raidPDiskRPM.2.1.3.16 7200
7752: raidPDiskRPM.2.1.3.17 7200
7753: raidPDiskType.1.1.1.1 BSAS
7754: raidPDiskType.1.1.1.2 BSAS
7755: raidPDiskType.1.1.1.3 BSAS
7756: raidPDiskType.1.1.1.4 BSAS
7757: raidPDiskType.1.1.1.5 BSAS
7758: raidPDiskType.1.1.1.6 BSAS
7759: raidPDiskType.1.1.1.7 BSAS
7760: raidPDiskType.1.1.1.8 BSAS
7761: raidPDiskType.1.1.1.9 BSAS
7762: raidPDiskType.1.1.1.10 BSAS
7763: raidPDiskType.1.1.1.11 BSAS
7764: raidPDiskType.1.1.1.12 BSAS
7765: raidPDiskType.1.1.1.13 BSAS
7766: raidPDiskType.1.1.1.14 BSAS
7767: raidPDiskType.1.1.1.15 BSAS
7768: raidPDiskType.1.1.1.16 BSAS
7769: raidPDiskType.1.1.1.17 BSAS
7770: raidPDiskType.2.1.1.1 BSAS
7771: raidPDiskType.2.1.1.2 BSAS
7772: raidPDiskType.2.1.1.3 BSAS
7773: raidPDiskType.2.1.1.4 BSAS
7774: raidPDiskType.2.1.1.5 BSAS
7775: raidPDiskType.2.1.1.6 BSAS
7776: raidPDiskType.2.1.1.7 BSAS
7777: raidPDiskType.2.1.1.8 BSAS
7778: raidPDiskType.2.1.1.9 BSAS
7779: raidPDiskType.2.1.1.10 BSAS
7780: raidPDiskType.2.1.1.11 BSAS
7781: raidPDiskType.2.1.1.12 BSAS
7782: raidPDiskType.2.1.1.13 BSAS
7783: raidPDiskType.2.1.1.14 BSAS
7784: raidPDiskType.2.1.1.15 BSAS
7785: raidPDiskType.2.1.1.16 BSAS
7786: raidPDiskType.2.1.1.17 BSAS
7787: raidPDiskType.2.1.2.1 BSAS
7788: raidPDiskType.2.1.2.2 BSAS
7789: raidPDiskType.2.1.2.3 BSAS
7790: raidPDiskType.2.1.2.4 BSAS
7791: raidPDiskType.2.1.2.5 BSAS
7792: raidPDiskType.2.1.2.6 BSAS
7793: raidPDiskType.2.1.2.7 BSAS
7794: raidPDiskType.2.1.2.8 BSAS
7795: raidPDiskType.2.1.2.9 BSAS
7796: raidPDiskType.2.1.2.10 BSAS
7797: raidPDiskType.2.1.2.11 BSAS
7798: raidPDiskType.2.1.2.12 BSAS
7799: raidPDiskType.2.1.2.13 BSAS
7800: raidPDiskType.2.1.2.14 BSAS
7801: raidPDiskType.2.1.2.15 BSAS
7802: raidPDiskType.2.1.2.16 BSAS
7803: raidPDiskType.2.1.2.17 BSAS
7804: raidPDiskType.2.1.3.1 BSAS
7805: raidPDiskType.2.1.3.2 BSAS
7806: raidPDiskType.2.1.3.3 BSAS
7807: raidPDiskType.2.1.3.4 BSAS
7808: raidPDiskType.2.1.3.5 BSAS
7809: raidPDiskType.2.1.3.6 BSAS
7810: raidPDiskType.2.1.3.7 BSAS
7811: raidPDiskType.2.1.3.8 BSAS
7812: raidPDiskType.2.1.3.9 BSAS
7813: raidPDiskType.2.1.3.10 BSAS
7814: raidPDiskType.2.1.3.11 BSAS
7815: raidPDiskType.2.1.3.12 BSAS
7816: raidPDiskType.2.1.3.13 BSAS
7817: raidPDiskType.2.1.3.14 BSAS
7818: raidPDiskType.2.1.3.15 BSAS
7819: raidPDiskType.2.1.3.16 BSAS
7820: raidPDiskType.2.1.3.17 BSAS
7821: raidPDiskPool.1.1.1.1 0
7822: raidPDiskPool.1.1.1.2 0
7823: raidPDiskPool.1.1.1.3 0
7824: raidPDiskPool.1.1.1.4 0
7825: raidPDiskPool.1.1.1.5 0
7826: raidPDiskPool.1.1.1.6 0
7827: raidPDiskPool.1.1.1.7 0
7828: raidPDiskPool.1.1.1.8 0
7829: raidPDiskPool.1.1.1.9 0
7830: raidPDiskPool.1.1.1.10 0
7831: raidPDiskPool.1.1.1.11 0
7832: raidPDiskPool.1.1.1.12 0
7833: raidPDiskPool.1.1.1.13 0
7834: raidPDiskPool.1.1.1.14 0
7835: raidPDiskPool.1.1.1.15 0
7836: raidPDiskPool.1.1.1.16 0
7837: raidPDiskPool.1.1.1.17 0
7838: raidPDiskPool.2.1.1.1 0
7839: raidPDiskPool.2.1.1.2 0
7840: raidPDiskPool.2.1.1.3 0
7841: raidPDiskPool.2.1.1.4 0
7842: raidPDiskPool.2.1.1.5 0
7843: raidPDiskPool.2.1.1.6 0
7844: raidPDiskPool.2.1.1.7 0
7845: raidPDiskPool.2.1.1.8 0
7846: raidPDiskPool.2.1.1.9 0
7847: raidPDiskPool.2.1.1.10 0
7848: raidPDiskPool.2.1.1.11 0
7849: raidPDiskPool.2.1.1.12 0
7850: raidPDiskPool.2.1.1.13 0
7851: raidPDiskPool.2.1.1.14 0
7852: raidPDiskPool.2.1.1.15 0
7853: raidPDiskPool.2.1.1.16 0
7854: raidPDiskPool.2.1.1.17 0
7855: raidPDiskPool.2.1.2.1 0
7856: raidPDiskPool.2.1.2.2 0
7857: raidPDiskPool.2.1.2.3 0
7858: raidPDiskPool.2.1.2.4 0
7859: raidPDiskPool.2.1.2.5 0
7860: raidPDiskPool.2.1.2.6 0
7861: raidPDiskPool.2.1.2.7 0
7862: raidPDiskPool.2.1.2.8 0
7863: raidPDiskPool.2.1.2.9 0
7864: raidPDiskPool.2.1.2.10 0
7865: raidPDiskPool.2.1.2.11 0
7866: raidPDiskPool.2.1.2.12 0
7867: raidPDiskPool.2.1.2.13 0
7868: raidPDiskPool.2.1.2.14 0
7869: raidPDiskPool.2.1.2.15 0
7870: raidPDiskPool.2.1.2.16 0
7871: raidPDiskPool.2.1.2.17 0
7872: raidPDiskPool.2.1.3.1 0
7873: raidPDiskPool.2.1.3.2 0
7874: raidPDiskPool.2.1.3.3 0
7875: raidPDiskPool.2.1.3.4 0
7876: raidPDiskPool.2.1.3.5 0
7877: raidPDiskPool.2.1.3.6 0
7878: raidPDiskPool.2.1.3.7 0
7879: raidPDiskPool.2.1.3.8 0
7880: raidPDiskPool.2.1.3.9 0
7881: raidPDiskPool.2.1.3.10 0
7882: raidPDiskPool.2.1.3.11 0
7883: raidPDiskPool.2.1.3.12 0
7884: raidPDiskPool.2.1.3.13 0
7885: raidPDiskPool.2.1.3.14 0
7886: raidPDiskPool.2.1.3.15 0
7887: raidPDiskPool.2.1.3.16 0
7888: raidPDiskPool.2.1.3.17 0
7889: raidPDiskCopyDestDiskName.1.1.1.1 -
7890: raidPDiskCopyDestDiskName.1.1.1.2 -
7891: raidPDiskCopyDestDiskName.1.1.1.3 -
7892: raidPDiskCopyDestDiskName.1.1.1.4 -
7893: raidPDiskCopyDestDiskName.1.1.1.5 -
7894: raidPDiskCopyDestDiskName.1.1.1.6 -
7895: raidPDiskCopyDestDiskName.1.1.1.7 -
7896: raidPDiskCopyDestDiskName.1.1.1.8 -
7897: raidPDiskCopyDestDiskName.1.1.1.9 -
7898: raidPDiskCopyDestDiskName.1.1.1.10 -
7899: raidPDiskCopyDestDiskName.1.1.1.11 -
7900: raidPDiskCopyDestDiskName.1.1.1.12 -
7901: raidPDiskCopyDestDiskName.1.1.1.13 -
7902: raidPDiskCopyDestDiskName.1.1.1.14 -
7903: raidPDiskCopyDestDiskName.1.1.1.15 -
7904: raidPDiskCopyDestDiskName.1.1.1.16 -
7905: raidPDiskCopyDestDiskName.1.1.1.17 -
7906: raidPDiskCopyDestDiskName.2.1.1.1 -
7907: raidPDiskCopyDestDiskName.2.1.1.2 -
7908: raidPDiskCopyDestDiskName.2.1.1.3 -
7909: raidPDiskCopyDestDiskName.2.1.1.4 -
7910: raidPDiskCopyDestDiskName.2.1.1.5 -
7911: raidPDiskCopyDestDiskName.2.1.1.6 -
7912: raidPDiskCopyDestDiskName.2.1.1.7 -
7913: raidPDiskCopyDestDiskName.2.1.1.8 -
7914: raidPDiskCopyDestDiskName.2.1.1.9 -
7915: raidPDiskCopyDestDiskName.2.1.1.10 -
7916: raidPDiskCopyDestDiskName.2.1.1.11 -
7917: raidPDiskCopyDestDiskName.2.1.1.12 -
7918: raidPDiskCopyDestDiskName.2.1.1.13 -
7919: raidPDiskCopyDestDiskName.2.1.1.14 -
7920: raidPDiskCopyDestDiskName.2.1.1.15 -
7921: raidPDiskCopyDestDiskName.2.1.1.16 -
7922: raidPDiskCopyDestDiskName.2.1.1.17 -
7923: raidPDiskCopyDestDiskName.2.1.2.1 -
7924: raidPDiskCopyDestDiskName.2.1.2.2 -
7925: raidPDiskCopyDestDiskName.2.1.2.3 -
7926: raidPDiskCopyDestDiskName.2.1.2.4 -
7927: raidPDiskCopyDestDiskName.2.1.2.5 -
7928: raidPDiskCopyDestDiskName.2.1.2.6 -
7929: raidPDiskCopyDestDiskName.2.1.2.7 -
7930: raidPDiskCopyDestDiskName.2.1.2.8 -
7931: raidPDiskCopyDestDiskName.2.1.2.9 -
7932: raidPDiskCopyDestDiskName.2.1.2.10 -
7933: raidPDiskCopyDestDiskName.2.1.2.11 -
7934: raidPDiskCopyDestDiskName.2.1.2.12 -
7935: raidPDiskCopyDestDiskName.2.1.2.13 -
7936: raidPDiskCopyDestDiskName.2.1.2.14 -
7937: raidPDiskCopyDestDiskName.2.1.2.15 -
7938: raidPDiskCopyDestDiskName.2.1.2.16 -
7939: raidPDiskCopyDestDiskName.2.1.2.17 -
7940: raidPDiskCopyDestDiskName.2.1.3.1 -
7941: raidPDiskCopyDestDiskName.2.1.3.2 -
7942: raidPDiskCopyDestDiskName.2.1.3.3 -
7943: raidPDiskCopyDestDiskName.2.1.3.4 -
7944: raidPDiskCopyDestDiskName.2.1.3.5 -
7945: raidPDiskCopyDestDiskName.2.1.3.6 -
7946: raidPDiskCopyDestDiskName.2.1.3.7 -
7947: raidPDiskCopyDestDiskName.2.1.3.8 -
7948: raidPDiskCopyDestDiskName.2.1.3.9 -
7949: raidPDiskCopyDestDiskName.2.1.3.10 -
7950: raidPDiskCopyDestDiskName.2.1.3.11 -
7951: raidPDiskCopyDestDiskName.2.1.3.12 -
7952: raidPDiskCopyDestDiskName.2.1.3.13 -
7953: raidPDiskCopyDestDiskName.2.1.3.14 -
7954: raidPDiskCopyDestDiskName.2.1.3.15 -
7955: raidPDiskCopyDestDiskName.2.1.3.16 -
7956: raidPDiskCopyDestDiskName.2.1.3.17 -
7957: raidPEntry.33.1.1.1.1 3472315904
7958: raidPEntry.33.1.1.1.2 3472315904
7959: raidPEntry.33.1.1.1.3 3472315904
7960: raidPEntry.33.1.1.1.4 3472315904
7961: raidPEntry.33.1.1.1.5 3472315904
7962: raidPEntry.33.1.1.1.6 3472315904
7963: raidPEntry.33.1.1.1.7 3472315904
7964: raidPEntry.33.1.1.1.8 3472315904
7965: raidPEntry.33.1.1.1.9 3472315904
7966: raidPEntry.33.1.1.1.10 3472315904
7967: raidPEntry.33.1.1.1.11 3472315904
7968: raidPEntry.33.1.1.1.12 3472315904
7969: raidPEntry.33.1.1.1.13 3472315904
7970: raidPEntry.33.1.1.1.14 3472315904
7971: raidPEntry.33.1.1.1.15 3472315904
7972: raidPEntry.33.1.1.1.16 3472315904
7973: raidPEntry.33.1.1.1.17 3472315904
7974: raidPEntry.33.2.1.1.1 3472315904
7975: raidPEntry.33.2.1.1.2 3472315904
7976: raidPEntry.33.2.1.1.3 3472315904
7977: raidPEntry.33.2.1.1.4 3472315904
7978: raidPEntry.33.2.1.1.5 3472315904
7979: raidPEntry.33.2.1.1.6 3472315904
7980: raidPEntry.33.2.1.1.7 3472315904
7981: raidPEntry.33.2.1.1.8 3472315904
7982: raidPEntry.33.2.1.1.9 3472315904
7983: raidPEntry.33.2.1.1.10 3472315904
7984: raidPEntry.33.2.1.1.11 3472315904
7985: raidPEntry.33.2.1.1.12 3472315904
7986: raidPEntry.33.2.1.1.13 3472315904
7987: raidPEntry.33.2.1.1.14 3472315904
7988: raidPEntry.33.2.1.1.15 3472315904
7989: raidPEntry.33.2.1.1.16 3472315904
7990: raidPEntry.33.2.1.1.17 3472315904
7991: raidPEntry.33.2.1.2.1 3472315904
7992: raidPEntry.33.2.1.2.2 3472315904
7993: raidPEntry.33.2.1.2.3 3472315904
7994: raidPEntry.33.2.1.2.4 3472315904
7995: raidPEntry.33.2.1.2.5 3472315904
7996: raidPEntry.33.2.1.2.6 3472315904
7997: raidPEntry.33.2.1.2.7 3472315904
7998: raidPEntry.33.2.1.2.8 3472315904
7999: raidPEntry.33.2.1.2.9 3472315904
8000: raidPEntry.33.2.1.2.10 3472315904
8001: raidPEntry.33.2.1.2.11 3472315904
8002: raidPEntry.33.2.1.2.12 3472315904
8003: raidPEntry.33.2.1.2.13 3472315904
8004: raidPEntry.33.2.1.2.14 3472315904
8005: raidPEntry.33.2.1.2.15 3472315904
8006: raidPEntry.33.2.1.2.16 3472315904
8007: raidPEntry.33.2.1.2.17 3472315904
8008: raidPEntry.33.2.1.3.1 3472315904
8009: raidPEntry.33.2.1.3.2 3472315904
8010: raidPEntry.33.2.1.3.3 3472315904
8011: raidPEntry.33.2.1.3.4 3472315904
8012: raidPEntry.33.2.1.3.5 3472315904
8013: raidPEntry.33.2.1.3.6 3472315904
8014: raidPEntry.33.2.1.3.7 3472315904
8015: raidPEntry.33.2.1.3.8 3472315904
8016: raidPEntry.33.2.1.3.9 3472315904
8017: raidPEntry.33.2.1.3.10 3472315904
8018: raidPEntry.33.2.1.3.11 3472315904
8019: raidPEntry.33.2.1.3.12 3472315904
8020: raidPEntry.33.2.1.3.13 3472315904
8021: raidPEntry.33.2.1.3.14 3472315904
8022: raidPEntry.33.2.1.3.15 3472315904
8023: raidPEntry.33.2.1.3.16 3472315904
8024: raidPEntry.33.2.1.3.17 3472315904
8025: raidPEntry.34.1.1.1.1 3472914816
8026: raidPEntry.34.1.1.1.2 3472914816
8027: raidPEntry.34.1.1.1.3 3472914816
8028: raidPEntry.34.1.1.1.4 3472914816
8029: raidPEntry.34.1.1.1.5 3472914816
8030: raidPEntry.34.1.1.1.6 3472914816
8031: raidPEntry.34.1.1.1.7 3472914816
8032: raidPEntry.34.1.1.1.8 3472914816
8033: raidPEntry.34.1.1.1.9 3472914816
8034: raidPEntry.34.1.1.1.10 3472914816
8035: raidPEntry.34.1.1.1.11 3472914816
8036: raidPEntry.34.1.1.1.12 3472914816
8037: raidPEntry.34.1.1.1.13 3472914816
8038: raidPEntry.34.1.1.1.14 3472914816
8039: raidPEntry.34.1.1.1.15 3472914816
8040: raidPEntry.34.1.1.1.16 3472914816
8041: raidPEntry.34.1.1.1.17 3472914816
8042: raidPEntry.34.2.1.1.1 3472914816
8043: raidPEntry.34.2.1.1.2 3472914816
8044: raidPEntry.34.2.1.1.3 3472914816
8045: raidPEntry.34.2.1.1.4 3472914816
8046: raidPEntry.34.2.1.1.5 3472914816
8047: raidPEntry.34.2.1.1.6 3472914816
8048: raidPEntry.34.2.1.1.7 3472914816
8049: raidPEntry.34.2.1.1.8 3472914816
8050: raidPEntry.34.2.1.1.9 3472914816
8051: raidPEntry.34.2.1.1.10 3472914816
8052: raidPEntry.34.2.1.1.11 3472914816
8053: raidPEntry.34.2.1.1.12 3472914816
8054: raidPEntry.34.2.1.1.13 3472914816
8055: raidPEntry.34.2.1.1.14 3472914816
8056: raidPEntry.34.2.1.1.15 3472914816
8057: raidPEntry.34.2.1.1.16 3472914816
8058: raidPEntry.34.2.1.1.17 3472914816
8059: raidPEntry.34.2.1.2.1 3472914816
8060: raidPEntry.34.2.1.2.2 3472914816
8061: raidPEntry.34.2.1.2.3 3472914816
8062: raidPEntry.34.2.1.2.4 3472914816
8063: raidPEntry.34.2.1.2.5 3472914816
8064: raidPEntry.34.2.1.2.6 3472914816
8065: raidPEntry.34.2.1.2.7 3472914816
8066: raidPEntry.34.2.1.2.8 3472914816
8067: raidPEntry.34.2.1.2.9 3472914816
8068: raidPEntry.34.2.1.2.10 3472914816
8069: raidPEntry.34.2.1.2.11 3472914816
8070: raidPEntry.34.2.1.2.12 3472914816
8071: raidPEntry.34.2.1.2.13 3472914816
8072: raidPEntry.34.2.1.2.14 3472914816
8073: raidPEntry.34.2.1.2.15 3472914816
8074: raidPEntry.34.2.1.2.16 3472914816
8075: raidPEntry.34.2.1.2.17 3472914816
8076: raidPEntry.34.2.1.3.1 3472914816
8077: raidPEntry.34.2.1.3.2 3472914816
8078: raidPEntry.34.2.1.3.3 3472914816
8079: raidPEntry.34.2.1.3.4 3472914816
8080: raidPEntry.34.2.1.3.5 3472914816
8081: raidPEntry.34.2.1.3.6 3472914816
8082: raidPEntry.34.2.1.3.7 3472914816
8083: raidPEntry.34.2.1.3.8 3472914816
8084: raidPEntry.34.2.1.3.9 3472914816
8085: raidPEntry.34.2.1.3.10 3472914816
8086: raidPEntry.34.2.1.3.11 3472914816
8087: raidPEntry.34.2.1.3.12 3472914816
8088: raidPEntry.34.2.1.3.13 3472914816
8089: raidPEntry.34.2.1.3.14 3472914816
8090: raidPEntry.34.2.1.3.15 3472914816
8091: raidPEntry.34.2.1.3.16 3472914816
8092: raidPEntry.34.2.1.3.17 3472914816
8093: raidPEntry.35.1.1.1.1 
8094: raidPEntry.35.1.1.1.2 
8095: raidPEntry.35.1.1.1.3 
8096: raidPEntry.35.1.1.1.4 
8097: raidPEntry.35.1.1.1.5 
8098: raidPEntry.35.1.1.1.6 
8099: raidPEntry.35.1.1.1.7 
8100: raidPEntry.35.1.1.1.8 
8101: raidPEntry.35.1.1.1.9 
8102: raidPEntry.35.1.1.1.10 
8103: raidPEntry.35.1.1.1.11 
8104: raidPEntry.35.1.1.1.12 
8105: raidPEntry.35.1.1.1.13 
8106: raidPEntry.35.1.1.1.14 
8107: raidPEntry.35.1.1.1.15 
8108: raidPEntry.35.1.1.1.16 
8109: raidPEntry.35.1.1.1.17 
8110: raidPEntry.35.2.1.1.1 
8111: raidPEntry.35.2.1.1.2 
8112: raidPEntry.35.2.1.1.3 
8113: raidPEntry.35.2.1.1.4 
8114: raidPEntry.35.2.1.1.5 
8115: raidPEntry.35.2.1.1.6 
8116: raidPEntry.35.2.1.1.7 
8117: raidPEntry.35.2.1.1.8 
8118: raidPEntry.35.2.1.1.9 
8119: raidPEntry.35.2.1.1.10 
8120: raidPEntry.35.2.1.1.11 
8121: raidPEntry.35.2.1.1.12 
8122: raidPEntry.35.2.1.1.13 
8123: raidPEntry.35.2.1.1.14 
8124: raidPEntry.35.2.1.1.15 
8125: raidPEntry.35.2.1.1.16 
8126: raidPEntry.35.2.1.1.17 
8127: raidPEntry.35.2.1.2.1 
8128: raidPEntry.35.2.1.2.2 
8129: raidPEntry.35.2.1.2.3 
8130: raidPEntry.35.2.1.2.4 
8131: raidPEntry.35.2.1.2.5 
8132: raidPEntry.35.2.1.2.6 
8133: raidPEntry.35.2.1.2.7 
8134: raidPEntry.35.2.1.2.8 
8135: raidPEntry.35.2.1.2.9 
8136: raidPEntry.35.2.1.2.10 
8137: raidPEntry.35.2.1.2.11 
8138: raidPEntry.35.2.1.2.12 
8139: raidPEntry.35.2.1.2.13 
8140: raidPEntry.35.2.1.2.14 
8141: raidPEntry.35.2.1.2.15 
8142: raidPEntry.35.2.1.2.16 
8143: raidPEntry.35.2.1.2.17 
8144: raidPEntry.35.2.1.3.1 
8145: raidPEntry.35.2.1.3.2 
8146: raidPEntry.35.2.1.3.3 
8147: raidPEntry.35.2.1.3.4 
8148: raidPEntry.35.2.1.3.5 
8149: raidPEntry.35.2.1.3.6 
8150: raidPEntry.35.2.1.3.7 
8151: raidPEntry.35.2.1.3.8 
8152: raidPEntry.35.2.1.3.9 
8153: raidPEntry.35.2.1.3.10 
8154: raidPEntry.35.2.1.3.11 
8155: raidPEntry.35.2.1.3.12 
8156: raidPEntry.35.2.1.3.13 
8157: raidPEntry.35.2.1.3.14 
8158: raidPEntry.35.2.1.3.15 
8159: raidPEntry.35.2.1.3.16 
8160: raidPEntry.35.2.1.3.17 
8161: plexIndex.1 1
8162: plexIndex.2 2
8163: plexName.1 /aggr1/plex0
8164: plexName.2 /aggr0/plex0
8165: plexVolName.1 aggr1
8166: plexVolName.2 aggr0
8167: plexStatus.1 online(3)
8168: plexStatus.2 online(3)
8169: plexPercentResyncing.1 0
8170: plexPercentResyncing.2 0
8171: outOfDateDiskCount.0 0
8172: cifsIsEnabled.0 false(1)
8173: cifsIsLoginEnabled.0 false(1)
8174: cifsHostName.0 STORAGE02
8175: cifsAltNames.0 
8176: cifsDomainJoined.0 false(1)
8177: cifsDomainName.0 
8178: cifsWGName.0 WORKGROUP 
8179: cifsDCName.0 
8180: cifsIsWinsEnabled.0 false(1)
8181: cifsWinsServers.0 
8182: cifsSecurityModel.0 unix(1)
8183: cifsPCGenericUser.0 pcuser
8184: cifsOplocksEnabled.0 enabled(2)
8185: cifsLevel2OplocksEnabled.0 enabled(2)
8186: cifsPreserveCase.0 preserveCase(2)
8187: cifsSymlinksEnabled.0 enabled(2)
8188: cifsSymlinkCycleProtEnabled.0 enabled(2)
8189: cifsIsLicensed.0 false(1)
8190: cifsPerClientStatsEnabled.0 false(1)
8191: cifsStatus.0 2
8192: cifsNeedPW.0 0
8193: cifsTimeToShutdown.0 1073741824
8194: cifsMaxConnections.0 0
8195: cifsMaxTrees.0 0
8196: cifsMaxShares.0 0
8197: cifsMaxFiles.0 0
8198: cifsMaxACLs.0 0
8199: cifsConnectedUsers.0 0
8200: cifsNTrees.0 0
8201: cifsNShares.0 0
8202: cifsNSessions.0 0
8203: cifsNOpenFiles.0 0
8204: cifsNOpenDirs.0 0
8205: cifsNOplockBreakWaits.0 0
8206: cifsNOplockAckWaits.0 0
8207: cifsSuspectOps.0 0
8208: cifsNDomainControllers.0 0
8209: cifsTotalOps.0 3397
8210: cifsTotalCalls.0 3421
8211: cifsBadCalls.0 0
8212: cifsGetAttrs.0 2002
8213: cifsReads.0 506
8214: cifsWrites.0 0
8215: cifsLocks.0 0
8216: cifsOpens.0 551
8217: cifsDirOps.0 74
8218: cifsOthers.0 264
8219: cifsOps.11.0 0
8220: smbNegProts.0 7
8221: smbSessionSetupAndXs.0 37
8222: smbLogoffAndXs.0 0
8223: smbTreeConnectAndXs.0 2
8224: smbTreeDisconnects.0 1
8225: smbTrans2QueryFSInfos.0 420
8226: smbEchos.0 0
8227: smbNTCancels.0 3
8228: smbNTCreateAndXs.0 290
8229: smbNTTransactCreates.0 0
8230: smbCreateTemporaries.0 0
8231: smbReadAndXs.0 506
8232: smbWriteAndXs.0 0
8233: smbLockingAndXs.0 0
8234: smbSeeks.0 0
8235: smbFlushes.0 0
8236: smbCloses.0 261
8237: smbDeletes.0 0
8238: smbRenames.0 0
8239: smbMoves.0 0
8240: smbCopies.0 0
8241: smbTrans2QueryPathInfos.0 489
8242: smbTrans2QueryFileInfos.0 1093
8243: smbTrans2SetPathInfos.0 0
8244: smbTrans2SetFileInfos.0 0
8245: smbDeleteDirs.0 0
8246: smbCheckDirs.0 0
8247: smbTrans2FindFirst2s.0 52
8248: smbTrans2FindNext2s.0 2
8249: smbFindClose2s.0 0
8250: smbNTTransactNotifyChgs.0 5
8251: smbTrans2GetDFSReferrals.0 43
8252: smbTrans2ReportDFSIncs.0 44
8253: smbOpenPrintFiles.0 0
8254: smbGetPrintQueues.0 0
8255: smbNTTransactIoctls.0 211
8256: smbNTTransactQuerySecDescs.0 0
8257: smbNTTransactSetSecDescs.0 0
8258: smbTrans2CreateDirs.0 0
8259: smbNTCancelCNs.0 3
8260: smbNTCancelOthers.0 0
8261: cifsReqs.42.0 0
8262: cifsReqs.43.0 0
8263: cifsReqs.44.0 0
8264: cifsReqs.45.0 0
8265: cifsReqs.46.0 0
8266: cifsReqs.47.0 0
8267: cifsReqs.48.0 0
8268: cifsReqs.49.0 0
8269: cifsReqs.50.0 0
8270: cifsReqs.51.0 0
8271: cifsReqs.52.0 0
8272: cifsReqs.53.0 0
8273: cifsReqs.54.0 0
8274: cifsReqs.55.0 0
8275: cifsReqs.56.0 0
8276: cifsReqs.57.0 0
8277: cifsReqs.58.0 0
8278: cifsReqs.59.0 0
8279: cifsReqs.60.0 0
8280: cifsReqs.61.0 0
8281: cifsReqs.62.0 0
8282: cifsReqs.63.0 0
8283: cifsReqs.64.0 0
8284: cifsReqs.65.0 0
8285: cifsReqs.66.0 0
8286: cifsReqs.67.0 0
8287: cifsReqs.68.0 0
8288: cifsReqs.69.0 0
8289: cifsReqs.70.0 0
8290: cifsReqs.71.0 0
8291: cifsReqs.72.0 0
8292: cifsReqs.73.0 0
8293: cifsReqs.74.0 0
8294: cifsReqs.75.0 0
8295: cifsReqs.76.0 0
8296: cifsReqs.77.0 0
8297: cifsReqs.78.0 0
8298: cifsReqs.79.0 0
8299: cifsReqs.80.0 0
8300: cifsReqs.81.0 0
8301: cifsReqs.82.0 0
8302: cifsReqs.83.0 0
8303: cifsReqs.84.0 0
8304: cifsReqs.85.0 0
8305: cifsReqs.86.0 0
8306: cifsReqs.87.0 0
8307: cifsReqs.88.0 0
8308: cifsReqs.89.0 0
8309: cifsReqs.90.0 0
8310: cifsReqs.91.0 0
