-----SNMP query started-----
1: productType.0 pciBased(2)
2: productVersion.0 NetApp Release 8.1.1 7-Mode: Mon Jul 30 12:49:46 PDT 2012
3: productId.0 2014941127
4: productVendor.0 netapp(1)
5: productModel.0 FAS3240
6: productFirmwareVersion.0 5.1.1
7: productGuiUrl.0 https://:443/na_admin
8: productApiUrl.0 https://:443/servlets/netapp.servlets.admin.XMLrequest_filer
9: productSerialNum.0 850000223796
10: productPartnerSerialNum.0 unknown
11: productCPUArch.0 5
12: productTrapData.0 Trap variable currrently unused.
13: productMachineType.0 FAS3240
2338: qtreeName.1965565311.1 .
2339: qtreeStyle.188274174.1 unix(1)
2340: qtreeStyle.200100309.1 unix(1)
2341: qtreeStyle.882387906.1 unix(1)
2342: qtreeStyle.1509940481.1 unix(1)
2343: qtreeStyle.1586872331.1 unix(1)
2344: qtreeStyle.1719287981.1 unix(1)
2345: qtreeStyle.1854856605.1 unix(1)
2346: qtreeStyle.1886755345.1 unix(1)
2347: qtreeStyle.1951411159.1 unix(1)
2348: qtreeStyle.1965565311.1 unix(1)
2349: qtreeStatus.188274174.1 normal(1)
2350: qtreeStatus.200100309.1 normal(1)
2351: qtreeStatus.882387906.1 normal(1)
2352: qtreeStatus.1509940481.1 normal(1)
2353: qtreeStatus.1586872331.1 normal(1)
2354: qtreeStatus.1719287981.1 normal(1)
2355: qtreeStatus.1854856605.1 normal(1)
2356: qtreeStatus.1886755345.1 normal(1)
2357: qtreeStatus.1951411159.1 normal(1)
2358: qtreeStatus.1965565311.1 normal(1)
2359: qtreeOplock.188274174.1 enabled(1)
2360: qtreeOplock.200100309.1 enabled(1)
2361: qtreeOplock.882387906.1 enabled(1)
2362: qtreeOplock.1509940481.1 enabled(1)
2363: qtreeOplock.1586872331.1 enabled(1)
2364: qtreeOplock.1719287981.1 enabled(1)
2365: qtreeOplock.1854856605.1 enabled(1)
2366: qtreeOplock.1886755345.1 enabled(1)
2367: qtreeOplock.1951411159.1 enabled(1)
2368: qtreeOplock.1965565311.1 enabled(1)
2369: qtreeEntry.9.188274174.1 N/A
2370: qtreeEntry.9.200100309.1 N/A
2371: qtreeEntry.9.882387906.1 N/A
2372: qtreeEntry.9.1509940481.1 N/A
2373: qtreeEntry.9.1586872331.1 N/A
2374: qtreeEntry.9.1719287981.1 N/A
2375: qtreeEntry.9.1854856605.1 N/A
2376: qtreeEntry.9.1886755345.1 N/A
2377: qtreeEntry.9.1951411159.1 N/A
2378: qtreeEntry.9.1965565311.1 N/A
2379: aggrIndex.1 1
2380: aggrIndex.2 2
2381: aggrName.1 aggr1
2382: aggrName.2 aggr0
2383: aggrFSID.1 3047988
2384: aggrFSID.2 308195676
2385: aggrOwningHost.1 local(1)
2386: aggrOwningHost.2 local(1)
2387: aggrState.1 online
2388: aggrState.2 online
2389: aggrStatus.1 raid_dp, 64-bit, rlw_on
2390: aggrStatus.2 raid_dp, 64-bit, rlw_on
2391: aggrOptions.1 nosnap=off, raidtype=raid_dp, raidsize=17, ignore_inconsistent=off, snapmirrored=off, resyncsnaptime=60, fs_size_fixed=off, snapshot_autodelete=on, lost_write_protect=on, ha_policy=cfo, hybrid_enabled=off, percent_snapshot_space=0%, free_space_realloc=off
2392: aggrOptions.2 root, diskroot, nosnap=off, raidtype=raid_dp, raidsize=17, ignore_inconsistent=off, snapmirrored=off, resyncsnaptime=60, fs_size_fixed=off, snapshot_autodelete=on, lost_write_protect=on, ha_policy=cfo, hybrid_enabled=off, percent_snapshot_space=0%, free_space_realloc=off
2393: aggrUUID.1 0xeb8fa8da-11e2c99c-3412419e-12345678
2394: aggrUUID.2 0x814cf8c7-11dbf6ec-34121b9d-12345678
2395: aggrFlexvollist.1 na_spri_z3p1c2 na_spri_z2p201c1 na_spri_z3p1c3_1
2396: aggrFlexvollist.2 vol0 na_spri_xen1 na_spri_kvm1 na_spri_z2p2c1 na_spri_z3p1c1 na_spri_z3p1c4 na_spri_z2p1c2
2397: aggrType.1 aggregate(2)
2398: aggrType.2 aggregate(2)
2399: aggrRaidType.1 raid_dp
2400: aggrRaidType.2 raid_dp
2401: aggrEntry.12.1 1
2402: aggrEntry.12.2 1
2403: aggrEntry.13.1 stor02c1
2404: aggrEntry.13.2 stor02c1
2405: aggrNumber.0 2
2406: raidIndex.1 1
2407: raidIndex.2 2
2408: raidIndex.3 3
2409: raidIndex.4 4
2410: raidIndex.5 5
2411: raidIndex.6 6
2412: raidIndex.7 7
2413: raidIndex.8 8
2414: raidIndex.9 9
2415: raidIndex.10 10
2416: raidIndex.11 11
2417: raidIndex.12 12
2418: raidIndex.13 13
2419: raidIndex.14 14
2420: raidIndex.15 15
2421: raidIndex.16 16
2422: raidIndex.17 17
2423: raidIndex.18 18
2424: raidIndex.19 19
2425: raidIndex.20 20
2426: raidIndex.21 21
2427: raidIndex.22 22
2428: raidIndex.23 23
2429: raidIndex.24 24
2430: raidIndex.25 25
2431: raidIndex.26 26
2432: raidIndex.27 27
2433: raidIndex.28 28
2434: raidIndex.29 29
2435: raidIndex.30 30
2436: raidIndex.31 31
2437: raidIndex.32 32
2438: raidIndex.33 33
2439: raidIndex.34 34
2440: raidIndex.35 35
2441: raidIndex.36 36
2442: raidIndex.37 37
2443: raidIndex.38 38
2444: raidIndex.39 39
2445: raidIndex.40 40
2446: raidIndex.41 41
2447: raidIndex.42 42
2448: raidIndex.43 43
2449: raidIndex.44 44
2450: raidIndex.45 45
2451: raidIndex.46 46
2452: raidIndex.47 47
2453: raidIndex.48 48
2454: raidIndex.49 49
2455: raidIndex.50 50
2456: raidIndex.51 51
2457: raidIndex.52 52
2458: raidIndex.53 53
2459: raidIndex.54 54
2460: raidIndex.55 55
2461: raidIndex.56 56
2462: raidIndex.57 57
2463: raidIndex.58 58
2464: raidIndex.59 59
2465: raidIndex.60 60
2466: raidIndex.61 61
2467: raidIndex.62 62
2468: raidIndex.63 63
2469: raidIndex.64 64
2470: raidIndex.65 65
2471: raidIndex.66 66
2472: raidIndex.67 67
2473: raidIndex.68 68
2474: raidDiskName.1 data disk 2a.02.20
2475: raidDiskName.2 data disk 2a.02.19
2476: raidDiskName.3 parity disk 2a.02.14
2477: raidDiskName.4 data disk 2b.03.20
2478: raidDiskName.5 data disk 2b.03.16
2479: raidDiskName.6 data disk 2a.02.16
2480: raidDiskName.7 data disk 2b.03.18
2481: raidDiskName.8 dparity disk 2b.03.13
2482: raidDiskName.9 data disk 2b.03.15
2483: raidDiskName.10 data disk 2a.02.17
2484: raidDiskName.11 data disk 2b.03.19
2485: raidDiskName.12 data disk 2b.03.14
2486: raidDiskName.13 data disk 2a.02.21
2487: raidDiskName.14 data disk 2a.02.18
2488: raidDiskName.15 data disk 2a.02.15
2489: raidDiskName.16 data disk 2b.03.17
2490: raidDiskName.17 data disk 2b.03.21
2491: raidDiskName.18 data disk 2a.02.7
2492: raidDiskName.19 data disk 2b.03.6
2493: raidDiskName.20 data disk 2b.03.8
2494: raidDiskName.21 data disk 2a.02.12
2495: raidDiskName.22 data disk 2a.02.8
2496: raidDiskName.23 data disk 2b.03.10
2497: raidDiskName.24 data disk 2b.03.9
2498: raidDiskName.25 data disk 2b.03.7
2499: raidDiskName.26 data disk 2b.03.11
2500: raidDiskName.27 data disk 2a.02.13
2501: raidDiskName.28 data disk 2a.02.9
2502: raidDiskName.29 data disk 2a.02.6
2503: raidDiskName.30 data disk 2b.03.12
2504: raidDiskName.31 data disk 2a.02.11
2505: raidDiskName.32 dparity disk 2a.02.5
2506: raidDiskName.33 parity disk 2b.03.5
2507: raidDiskName.34 data disk 2a.02.10
2508: raidDiskName.35 data disk 2b.03.2
2509: raidDiskName.36 data disk 2a.02.22
2510: raidDiskName.37 data disk 2b.03.0
2511: raidDiskName.38 data disk 2a.02.0
2512: raidDiskName.39 data disk 2b.03.3
2513: raidDiskName.40 data disk 2a.02.3
2514: raidDiskName.41 data disk 2b.03.4
2515: raidDiskName.42 data disk 2a.02.4
2516: raidDiskName.43 dparity disk 0a.00.14
2517: raidDiskName.44 data disk 0a.00.18
2518: raidDiskName.45 data disk 0a.00.16
2519: raidDiskName.46 data disk 0a.00.20
2520: raidDiskName.47 data disk 2d.00.17
2521: raidDiskName.48 data disk 2d.00.19
2522: raidDiskName.49 parity disk 2d.00.15
2523: raidDiskName.50 data disk 2d.00.23
2524: raidDiskName.51 data disk 2d.00.21
2525: raidDiskName.52 data disk 2b.03.1
2526: raidDiskName.53 data disk 2a.02.1
2527: raidDiskName.54 data disk 2a.02.2
2528: raidDiskName.55 data disk 0a.00.12
2529: raidDiskName.56 data disk 0a.00.10
2530: raidDiskName.57 data disk 0a.00.2
2531: raidDiskName.58 data disk 0a.00.6
2532: raidDiskName.59 dparity disk 0a.00.0
2533: raidDiskName.60 data disk 0a.00.8
2534: raidDiskName.61 data disk 0a.00.4
2535: raidDiskName.62 data disk 2d.00.3
2536: raidDiskName.63 data disk 2d.00.13
2537: raidDiskName.64 data disk 2d.00.9
2538: raidDiskName.65 data disk 2d.00.11
2539: raidDiskName.66 parity disk 2d.00.1
2540: raidDiskName.67 data disk 2d.00.5
2541: raidDiskName.68 data disk 2d.00.7
2542: raidStatus.1 active(1)
2543: raidStatus.2 active(1)
2544: raidStatus.3 active(1)
2545: raidStatus.4 active(1)
2546: raidStatus.5 active(1)
2547: raidStatus.6 active(1)
2548: raidStatus.7 active(1)
2549: raidStatus.8 active(1)
2550: raidStatus.9 active(1)
2551: raidStatus.10 active(1)
2552: raidStatus.11 active(1)
2553: raidStatus.12 active(1)
2554: raidStatus.13 active(1)
2555: raidStatus.14 active(1)
2556: raidStatus.15 active(1)
2557: raidStatus.16 active(1)
2558: raidStatus.17 active(1)
2559: raidStatus.18 active(1)
2560: raidStatus.19 active(1)
2561: raidStatus.20 active(1)
2562: raidStatus.21 active(1)
2563: raidStatus.22 active(1)
2564: raidStatus.23 active(1)
2565: raidStatus.24 active(1)
2566: raidStatus.25 active(1)
2567: raidStatus.26 active(1)
2568: raidStatus.27 active(1)
2569: raidStatus.28 active(1)
2570: raidStatus.29 active(1)
2571: raidStatus.30 active(1)
2572: raidStatus.31 active(1)
2573: raidStatus.32 active(1)
2574: raidStatus.33 active(1)
2575: raidStatus.34 active(1)
2576: raidStatus.35 active(1)
2577: raidStatus.36 active(1)
2578: raidStatus.37 active(1)
2579: raidStatus.38 active(1)
2580: raidStatus.39 active(1)
2581: raidStatus.40 active(1)
2582: raidStatus.41 active(1)
2583: raidStatus.42 active(1)
2584: raidStatus.43 active(1)
2585: raidStatus.44 active(1)
2586: raidStatus.45 active(1)
2587: raidStatus.46 active(1)
2588: raidStatus.47 active(1)
2589: raidStatus.48 active(1)
2590: raidStatus.49 active(1)
2591: raidStatus.50 active(1)
2592: raidStatus.51 active(1)
2593: raidStatus.52 active(1)
2594: raidStatus.53 active(1)
2595: raidStatus.54 active(1)
2596: raidStatus.55 active(1)
2597: raidStatus.56 active(1)
2598: raidStatus.57 active(1)
2599: raidStatus.58 active(1)
2600: raidStatus.59 active(1)
2601: raidStatus.60 active(1)
2602: raidStatus.61 active(1)
2603: raidStatus.62 active(1)
2604: raidStatus.63 active(1)
2605: raidStatus.64 active(1)
2606: raidStatus.65 active(1)
2607: raidStatus.66 active(1)
2608: raidStatus.67 active(1)
2609: raidStatus.68 active(1)
2610: raidDiskId.1 5767169
2611: raidDiskId.2 5505025
2612: raidDiskId.3 5242881
2613: raidDiskId.4 5177345
2614: raidDiskId.5 4915201
2615: raidDiskId.6 4849665
2616: raidDiskId.7 4784129
2617: raidDiskId.8 4587521
2618: raidDiskId.9 4456449
2619: raidDiskId.10 4259841
2620: raidDiskId.11 4194305
2621: raidDiskId.12 4128769
2622: raidDiskId.13 4063233
2623: raidDiskId.14 3866625
2624: raidDiskId.15 3801089
2625: raidDiskId.16 3735553
2626: raidDiskId.17 3211265
2627: raidDiskId.18 6225921
2628: raidDiskId.19 6160385
2629: raidDiskId.20 5898241
2630: raidDiskId.21 5832705
2631: raidDiskId.22 5701633
2632: raidDiskId.23 5636097
2633: raidDiskId.24 5439489
2634: raidDiskId.25 5373953
2635: raidDiskId.26 5046273
2636: raidDiskId.27 4980737
2637: raidDiskId.28 4718593
2638: raidDiskId.29 4390913
2639: raidDiskId.30 3932161
2640: raidDiskId.31 3604481
2641: raidDiskId.32 3473409
2642: raidDiskId.33 3342337
2643: raidDiskId.34 3276801
2644: raidDiskId.35 6094849
2645: raidDiskId.36 6029313
2646: raidDiskId.37 5570561
2647: raidDiskId.38 5111809
2648: raidDiskId.39 4653057
2649: raidDiskId.40 4325377
2650: raidDiskId.41 3670017
2651: raidDiskId.42 3407873
2652: raidDiskId.43 3014657
2653: raidDiskId.44 2949121
2654: raidDiskId.45 2555905
2655: raidDiskId.46 2490369
2656: raidDiskId.47 2293761
2657: raidDiskId.48 2162689
2658: raidDiskId.49 2031617
2659: raidDiskId.50 1835009
2660: raidDiskId.51 1769473
2661: raidDiskId.52 3997697
2662: raidDiskId.53 3538945
2663: raidDiskId.54 3145729
2664: raidDiskId.55 3080193
2665: raidDiskId.56 2883585
2666: raidDiskId.57 2818049
2667: raidDiskId.58 2752513
2668: raidDiskId.59 2621441
2669: raidDiskId.60 2424833
2670: raidDiskId.61 2359297
2671: raidDiskId.62 2228225
2672: raidDiskId.63 2097153
2673: raidDiskId.64 1966081
2674: raidDiskId.65 1900545
2675: raidDiskId.66 1703937
2676: raidDiskId.67 1638401
2677: raidDiskId.68 1572865
2678: raidScsiAdapter.1 2a
2679: raidScsiAdapter.2 2a
2680: raidScsiAdapter.3 2a
2681: raidScsiAdapter.4 2b
2682: raidScsiAdapter.5 2b
2683: raidScsiAdapter.6 2a
2684: raidScsiAdapter.7 2b
2685: raidScsiAdapter.8 2b
2686: raidScsiAdapter.9 2b
2687: raidScsiAdapter.10 2a
2688: raidScsiAdapter.11 2b
2689: raidScsiAdapter.12 2b
2690: raidScsiAdapter.13 2a
2691: raidScsiAdapter.14 2a
2692: raidScsiAdapter.15 2a
2693: raidScsiAdapter.16 2b
2694: raidScsiAdapter.17 2b
2695: raidScsiAdapter.18 2a
2696: raidScsiAdapter.19 2b
2697: raidScsiAdapter.20 2b
2698: raidScsiAdapter.21 2a
2699: raidScsiAdapter.22 2a
2700: raidScsiAdapter.23 2b
2701: raidScsiAdapter.24 2b
2702: raidScsiAdapter.25 2b
2703: raidScsiAdapter.26 2b
2704: raidScsiAdapter.27 2a
2705: raidScsiAdapter.28 2a
2706: raidScsiAdapter.29 2a
2707: raidScsiAdapter.30 2b
2708: raidScsiAdapter.31 2a
2709: raidScsiAdapter.32 2a
2710: raidScsiAdapter.33 2b
2711: raidScsiAdapter.34 2a
2712: raidScsiAdapter.35 2b
2713: raidScsiAdapter.36 2a
2714: raidScsiAdapter.37 2b
2715: raidScsiAdapter.38 2a
2716: raidScsiAdapter.39 2b
2717: raidScsiAdapter.40 2a
2718: raidScsiAdapter.41 2b
2719: raidScsiAdapter.42 2a
2720: raidScsiAdapter.43 0a
2721: raidScsiAdapter.44 0a
2722: raidScsiAdapter.45 0a
2723: raidScsiAdapter.46 0a
2724: raidScsiAdapter.47 2d
2725: raidScsiAdapter.48 2d
2726: raidScsiAdapter.49 2d
2727: raidScsiAdapter.50 2d
2728: raidScsiAdapter.51 2d
2729: raidScsiAdapter.52 2b
2730: raidScsiAdapter.53 2a
2731: raidScsiAdapter.54 2a
2732: raidScsiAdapter.55 0a
2733: raidScsiAdapter.56 0a
2734: raidScsiAdapter.57 0a
2735: raidScsiAdapter.58 0a
2736: raidScsiAdapter.59 0a
2737: raidScsiAdapter.60 0a
2738: raidScsiAdapter.61 0a
2739: raidScsiAdapter.62 2d
2740: raidScsiAdapter.63 2d
2741: raidScsiAdapter.64 2d
2742: raidScsiAdapter.65 2d
2743: raidScsiAdapter.66 2d
2744: raidScsiAdapter.67 2d
2745: raidScsiAdapter.68 2d
2746: raidScsiId.1 540
2747: raidScsiId.2 539
2748: raidScsiId.3 534
2749: raidScsiId.4 796
2750: raidScsiId.5 792
2751: raidScsiId.6 536
2752: raidScsiId.7 794
2753: raidScsiId.8 789
2754: raidScsiId.9 791
2755: raidScsiId.10 537
2756: raidScsiId.11 795
2757: raidScsiId.12 790
2758: raidScsiId.13 541
2759: raidScsiId.14 538
2760: raidScsiId.15 535
2761: raidScsiId.16 793
2762: raidScsiId.17 797
2763: raidScsiId.18 527
2764: raidScsiId.19 782
2765: raidScsiId.20 784
2766: raidScsiId.21 532
2767: raidScsiId.22 528
2768: raidScsiId.23 786
2769: raidScsiId.24 785
2770: raidScsiId.25 783
2771: raidScsiId.26 787
2772: raidScsiId.27 533
2773: raidScsiId.28 529
2774: raidScsiId.29 526
2775: raidScsiId.30 788
2776: raidScsiId.31 531
2777: raidScsiId.32 525
2778: raidScsiId.33 781
2779: raidScsiId.34 530
2780: raidScsiId.35 778
2781: raidScsiId.36 542
2782: raidScsiId.37 776
2783: raidScsiId.38 520
2784: raidScsiId.39 779
2785: raidScsiId.40 523
2786: raidScsiId.41 780
2787: raidScsiId.42 524
2788: raidScsiId.43 22
2789: raidScsiId.44 26
2790: raidScsiId.45 24
2791: raidScsiId.46 28
2792: raidScsiId.47 25
2793: raidScsiId.48 27
2794: raidScsiId.49 23
2795: raidScsiId.50 31
2796: raidScsiId.51 29
2797: raidScsiId.52 777
2798: raidScsiId.53 521
2799: raidScsiId.54 522
2800: raidScsiId.55 20
2801: raidScsiId.56 18
2802: raidScsiId.57 10
2803: raidScsiId.58 14
2804: raidScsiId.59 8
2805: raidScsiId.60 16
2806: raidScsiId.61 12
2807: raidScsiId.62 11
2808: raidScsiId.63 21
2809: raidScsiId.64 17
2810: raidScsiId.65 19
2811: raidScsiId.66 9
2812: raidScsiId.67 13
2813: raidScsiId.68 15
2814: raidUsedMb.1 1695466
2815: raidUsedMb.2 1695466
2816: raidUsedMb.3 1695466
2817: raidUsedMb.4 1695466
2818: raidUsedMb.5 1695466
2819: raidUsedMb.6 1695466
2820: raidUsedMb.7 1695466
2821: raidUsedMb.8 1695466
2822: raidUsedMb.9 1695466
2823: raidUsedMb.10 1695466
2824: raidUsedMb.11 1695466
2825: raidUsedMb.12 1695466
2826: raidUsedMb.13 1695466
2827: raidUsedMb.14 1695466
2828: raidUsedMb.15 1695466
2829: raidUsedMb.16 1695466
2830: raidUsedMb.17 1695466
2831: raidUsedMb.18 1695466
2832: raidUsedMb.19 1695466
2833: raidUsedMb.20 1695466
2834: raidUsedMb.21 1695466
2835: raidUsedMb.22 1695466
2836: raidUsedMb.23 1695466
2837: raidUsedMb.24 1695466
2838: raidUsedMb.25 1695466
2839: raidUsedMb.26 1695466
2840: raidUsedMb.27 1695466
2841: raidUsedMb.28 1695466
2842: raidUsedMb.29 1695466
2843: raidUsedMb.30 1695466
2844: raidUsedMb.31 1695466
2845: raidUsedMb.32 1695466
2846: raidUsedMb.33 1695466
2847: raidUsedMb.34 1695466
2848: raidUsedMb.35 1695466
2849: raidUsedMb.36 1695466
2850: raidUsedMb.37 1695466
2851: raidUsedMb.38 1695466
2852: raidUsedMb.39 1695466
2853: raidUsedMb.40 1695466
2854: raidUsedMb.41 1695466
2855: raidUsedMb.42 1695466
2856: raidUsedMb.43 1695466
2857: raidUsedMb.44 1695466
2858: raidUsedMb.45 1695466
2859: raidUsedMb.46 1695466
2860: raidUsedMb.47 1695466
2861: raidUsedMb.48 1695466
2862: raidUsedMb.49 1695466
2863: raidUsedMb.50 1695466
2864: raidUsedMb.51 1695466
2865: raidUsedMb.52 1695466
2866: raidUsedMb.53 1695466
2867: raidUsedMb.54 1695466
2868: raidUsedMb.55 1695466
2869: raidUsedMb.56 1695466
2870: raidUsedMb.57 1695466
2871: raidUsedMb.58 1695466
2872: raidUsedMb.59 1695466
2873: raidUsedMb.60 1695466
2874: raidUsedMb.61 1695466
2875: raidUsedMb.62 1695466
2876: raidUsedMb.63 1695466
2877: raidUsedMb.64 1695466
2878: raidUsedMb.65 1695466
2879: raidUsedMb.66 1695466
2880: raidUsedMb.67 1695466
2881: raidUsedMb.68 1695466
2882: raidUsedBlocks.1 -822651392
2883: raidUsedBlocks.2 -822651392
2884: raidUsedBlocks.3 -822651392
2885: raidUsedBlocks.4 -822651392
2886: raidUsedBlocks.5 -822651392
2887: raidUsedBlocks.6 -822651392
2888: raidUsedBlocks.7 -822651392
2889: raidUsedBlocks.8 -822651392
2890: raidUsedBlocks.9 -822651392
2891: raidUsedBlocks.10 -822651392
2892: raidUsedBlocks.11 -822651392
2893: raidUsedBlocks.12 -822651392
2894: raidUsedBlocks.13 -822651392
2895: raidUsedBlocks.14 -822651392
2896: raidUsedBlocks.15 -822651392
2897: raidUsedBlocks.16 -822651392
2898: raidUsedBlocks.17 -822651392
2899: raidUsedBlocks.18 -822651392
2900: raidUsedBlocks.19 -822651392
2901: raidUsedBlocks.20 -822651392
2902: raidUsedBlocks.21 -822651392
2903: raidUsedBlocks.22 -822651392
2904: raidUsedBlocks.23 -822651392
2905: raidUsedBlocks.24 -822651392
2906: raidUsedBlocks.25 -822651392
2907: raidUsedBlocks.26 -822651392
2908: raidUsedBlocks.27 -822651392
2909: raidUsedBlocks.28 -822651392
2910: raidUsedBlocks.29 -822651392
2911: raidUsedBlocks.30 -822651392
2912: raidUsedBlocks.31 -822651392
2913: raidUsedBlocks.32 -822651392
2914: raidUsedBlocks.33 -822651392
2915: raidUsedBlocks.34 -822651392
2916: raidUsedBlocks.35 -822651392
2917: raidUsedBlocks.36 -822651392
2918: raidUsedBlocks.37 -822651392
2919: raidUsedBlocks.38 -822651392
2920: raidUsedBlocks.39 -822651392
2921: raidUsedBlocks.40 -822651392
2922: raidUsedBlocks.41 -822651392
2923: raidUsedBlocks.42 -822651392
2924: raidUsedBlocks.43 -822651392
2925: raidUsedBlocks.44 -822651392
2926: raidUsedBlocks.45 -822651392
2927: raidUsedBlocks.46 -822651392
2928: raidUsedBlocks.47 -822651392
2929: raidUsedBlocks.48 -822651392
2930: raidUsedBlocks.49 -822651392
2931: raidUsedBlocks.50 -822651392
2932: raidUsedBlocks.51 -822651392
2933: raidUsedBlocks.52 -822651392
2934: raidUsedBlocks.53 -822651392
2935: raidUsedBlocks.54 -822651392
2936: raidUsedBlocks.55 -822651392
2937: raidUsedBlocks.56 -822651392
2938: raidUsedBlocks.57 -822651392
2939: raidUsedBlocks.58 -822651392
2940: raidUsedBlocks.59 -822651392
2941: raidUsedBlocks.60 -822651392
2942: raidUsedBlocks.61 -822651392
2943: raidUsedBlocks.62 -822651392
2944: raidUsedBlocks.63 -822651392
2945: raidUsedBlocks.64 -822651392
2946: raidUsedBlocks.65 -822651392
2947: raidUsedBlocks.66 -822651392
2948: raidUsedBlocks.67 -822651392
2949: raidUsedBlocks.68 -822651392
2950: raidTotalMb.1 1695759
2951: raidTotalMb.2 1695759
2952: raidTotalMb.3 1695759
2953: raidTotalMb.4 1695759
2954: raidTotalMb.5 1695759
2955: raidTotalMb.6 1695759
2956: raidTotalMb.7 1695759
2957: raidTotalMb.8 1695759
2958: raidTotalMb.9 1695759
2959: raidTotalMb.10 1695759
2960: raidTotalMb.11 1695759
2961: raidTotalMb.12 1695759
2962: raidTotalMb.13 1695759
2963: raidTotalMb.14 1695759
2964: raidTotalMb.15 1695759
2965: raidTotalMb.16 1695759
2966: raidTotalMb.17 1695759
2967: raidTotalMb.18 1695759
2968: raidTotalMb.19 1695759
2969: raidTotalMb.20 1695759
2970: raidTotalMb.21 1695759
2971: raidTotalMb.22 1695759
2972: raidTotalMb.23 1695759
2973: raidTotalMb.24 1695759
2974: raidTotalMb.25 1695759
2975: raidTotalMb.26 1695759
2976: raidTotalMb.27 1695759
2977: raidTotalMb.28 1695759
2978: raidTotalMb.29 1695759
2979: raidTotalMb.30 1695759
2980: raidTotalMb.31 1695759
2981: raidTotalMb.32 1695759
2982: raidTotalMb.33 1695759
2983: raidTotalMb.34 1695759
2984: raidTotalMb.35 1695759
2985: raidTotalMb.36 1695759
2986: raidTotalMb.37 1695759
2987: raidTotalMb.38 1695759
2988: raidTotalMb.39 1695759
2989: raidTotalMb.40 1695759
2990: raidTotalMb.41 1695759
2991: raidTotalMb.42 1695759
2992: raidTotalMb.43 1695759
2993: raidTotalMb.44 1695759
2994: raidTotalMb.45 1695759
2995: raidTotalMb.46 1695759
2996: raidTotalMb.47 1695759
2997: raidTotalMb.48 1695759
2998: raidTotalMb.49 1695759
2999: raidTotalMb.50 1695759
3000: raidTotalMb.51 1695759
3001: raidTotalMb.52 1695759
3002: raidTotalMb.53 1695759
3003: raidTotalMb.54 1695759
3004: raidTotalMb.55 1695759
3005: raidTotalMb.56 1695759
3006: raidTotalMb.57 1695759
3007: raidTotalMb.58 1695759
3008: raidTotalMb.59 1695759
3009: raidTotalMb.60 1695759
3010: raidTotalMb.61 1695759
3011: raidTotalMb.62 1695759
3012: raidTotalMb.63 1695759
3013: raidTotalMb.64 1695759
3014: raidTotalMb.65 1695759
3015: raidTotalMb.66 1695759
3016: raidTotalMb.67 1695759
3017: raidTotalMb.68 1695759
3018: raidTotalBlocks.1 -822052480
3019: raidTotalBlocks.2 -822052480
3020: raidTotalBlocks.3 -822052480
3021: raidTotalBlocks.4 -822052480
3022: raidTotalBlocks.5 -822052480
3023: raidTotalBlocks.6 -822052480
3024: raidTotalBlocks.7 -822052480
3025: raidTotalBlocks.8 -822052480
3026: raidTotalBlocks.9 -822052480
3027: raidTotalBlocks.10 -822052480
3028: raidTotalBlocks.11 -822052480
3029: raidTotalBlocks.12 -822052480
3030: raidTotalBlocks.13 -822052480
3031: raidTotalBlocks.14 -822052480
3032: raidTotalBlocks.15 -822052480
3033: raidTotalBlocks.16 -822052480
3034: raidTotalBlocks.17 -822052480
3035: raidTotalBlocks.18 -822052480
3036: raidTotalBlocks.19 -822052480
3037: raidTotalBlocks.20 -822052480
3038: raidTotalBlocks.21 -822052480
3039: raidTotalBlocks.22 -822052480
3040: raidTotalBlocks.23 -822052480
3041: raidTotalBlocks.24 -822052480
3042: raidTotalBlocks.25 -822052480
3043: raidTotalBlocks.26 -822052480
3044: raidTotalBlocks.27 -822052480
3045: raidTotalBlocks.28 -822052480
3046: raidTotalBlocks.29 -822052480
3047: raidTotalBlocks.30 -822052480
3048: raidTotalBlocks.31 -822052480
3049: raidTotalBlocks.32 -822052480
3050: raidTotalBlocks.33 -822052480
3051: raidTotalBlocks.34 -822052480
3052: raidTotalBlocks.35 -822052480
3053: raidTotalBlocks.36 -822052480
3054: raidTotalBlocks.37 -822052480
3055: raidTotalBlocks.38 -822052480
3056: raidTotalBlocks.39 -822052480
3057: raidTotalBlocks.40 -822052480
3058: raidTotalBlocks.41 -822052480
3059: raidTotalBlocks.42 -822052480
3060: raidTotalBlocks.43 -822052480
3061: raidTotalBlocks.44 -822052480
3062: raidTotalBlocks.45 -822052480
3063: raidTotalBlocks.46 -822052480
3064: raidTotalBlocks.47 -822052480
3065: raidTotalBlocks.48 -822052480
3066: raidTotalBlocks.49 -822052480
3067: raidTotalBlocks.50 -822052480
3068: raidTotalBlocks.51 -822052480
3069: raidTotalBlocks.52 -822052480
3070: raidTotalBlocks.53 -822052480
3071: raidTotalBlocks.54 -822052480
3072: raidTotalBlocks.55 -822052480
3073: raidTotalBlocks.56 -822052480
3074: raidTotalBlocks.57 -822052480
3075: raidTotalBlocks.58 -822052480
3076: raidTotalBlocks.59 -822052480
3077: raidTotalBlocks.60 -822052480
3078: raidTotalBlocks.61 -822052480
3079: raidTotalBlocks.62 -822052480
3080: raidTotalBlocks.63 -822052480
3081: raidTotalBlocks.64 -822052480
3082: raidTotalBlocks.65 -822052480
3083: raidTotalBlocks.66 -822052480
3084: raidTotalBlocks.67 -822052480
3085: raidTotalBlocks.68 -822052480
