ROOT/生产系统资源域/test;i-21-1906-VM;W2K8R2-2;sw01;192.168.31.187;offline|wato|lan|ping
ROOT/生产系统资源域/gdupc;i-15-1901-VM;stop-tmp-SJZX37;sw01;192.168.31.80;offline|wato|lan|ping
ROOT/生产系统资源域/gdupc;i-15-1900-VM;SJZX36;sw01;192.168.31.71;offline|wato|lan|ping
ROOT/生产系统资源域/test;i-21-1899-VM;W2K8R2-1;sw01;192.168.31.185;offline|wato|lan|ping
ROOT/生产系统资源域/test;i-21-1898-VM;wxp3-2;sw01;192.168.31.184;offline|wato|lan|ping
ROOT/生产系统资源域/test;i-21-1896-VM;wxp3-1;sw01;192.168.31.183;offline|wato|lan|ping
ROOT/信息系统域/caigoupingtai;i-22-1895-VM;OSP;sw01;172.17.0.76;offline|wato|lan|ping
ROOT/信息系统域/caigoupingtai;i-22-1894-VM;WDP;sw01;172.17.0.75;offline|wato|lan|ping
ROOT/信息系统域/caigoupingtai;i-22-1893-VM;EPP;sw01;172.17.0.73;offline|wato|lan|ping
ROOT/信息系统域/caigoupingtai;i-22-1892-VM;WFP;sw01;172.17.0.77;offline|wato|lan|ping
ROOT/信息系统域/caigoupingtai;i-22-1891-VM;PIP;sw01;172.17.0.74;offline|wato|lan|ping
ROOT/信息系统域/caigoupingtai;i-22-1890-VM;SRP;sw01;172.17.0.72;offline|wato|lan|ping
ROOT/信息系统域/caigoupingtai;i-22-1888-VM;PRD;sw01;172.17.0.71;offline|wato|lan|ping
ROOT/生产系统资源域/test;i-21-1887-VM;SCADA2;sw01;192.168.31.182;offline|wato|lan|ping
ROOT/生产系统资源域/xenvip;i-17-1503-VM;GDUPC-ftpserver-vip;sw01;192.168.31.199;offline|wato|lan|ping
ROOT/生产系统资源域/fengce;i-7-1881-VM;RealTimeDataServer;sw01;192.168.31.63;offline|wato|lan|ping
ROOT/信息系统域/isinternal;i-18-1877-VM;(no)mis-hamijijian;sw01;172.17.0.58;offline|wato|lan|ping
ROOT/信息系统域/isinternal;i-18-1870-VM;EPT4WIN;sw01;172.17.0.57;offline|wato|lan|ping
ROOT/生产系统资源域/gdupc;i-15-1867-VM;rdp-demo;sw01;192.168.31.171;offline|wato|lan|ping
ROOT/信息系统域/erp;i-14-1866-VM;PIQ;sw01;172.17.0.63;offline|wato|lan|ping
ROOT/信息系统域/erp;i-14-1865-VM;EPT;sw01;172.17.0.62;offline|wato|lan|ping
ROOT/生产系统资源域/gdupc;i-15-1864-VM;SJZX35;sw01;192.168.31.159;offline|wato|lan|ping
ROOT/生产系统资源域/gdupc;i-15-1863-VM;SJZX28;sw01;192.168.31.32;offline|wato|lan|ping
